day,local_time,assessment_number,mean_daily_temp, dew_ points, wind_km_h),ws,ws_sd,wd,wd_sd, cummulative_rain_since_9am,rain_mm,wet_hours,rh,location
14,10/07/2020 16:00,NA,17.5,10.5,18.9,5.25,NA,54,NA,0,0,NA,63,Tosari
14,10/07/2020 16:15,NA,17.2,10.6,20.9,5.81,NA,51,NA,0,0,NA,65,Tosari
14,10/07/2020 16:30,NA,16.8,10.5,18.6,5.17,NA,47,NA,0,0,NA,66,Tosari
14,10/07/2020 16:45,NA,16.8,10.2,16.9,4.69,NA,44,NA,0,0,NA,65,Tosari
14,10/07/2020 17:00,NA,16.4,9.9,17.2,4.78,NA,46,NA,0,0,NA,65,Tosari
14,10/07/2020 17:15,NA,15.9,9.9,13.4,3.72,NA,51,NA,0,0,NA,67,Tosari
14,10/07/2020 17:30,NA,15.5,9.6,13.7,3.81,NA,57,NA,0,0,NA,67,Tosari
14,10/07/2020 17:45,NA,15.3,9.7,11.7,3.25,NA,66,NA,0,0,NA,69,Tosari
14,10/07/2020 18:00,NA,15.1,9.9,15,4.17,NA,55,NA,0,0,NA,71,Tosari
14,10/07/2020 18:15,NA,14.6,9.6,14.3,3.97,NA,54,NA,0,0,NA,71,Tosari
14,10/07/2020 18:30,NA,14.3,9.8,11.4,3.17,NA,57,NA,0,0,NA,74,Tosari
14,10/07/2020 18:45,NA,14,9.6,10.2,2.83,NA,60,NA,0,0,NA,75,Tosari
14,10/07/2020 19:00,NA,14,9.8,13.7,3.81,NA,65,NA,0,0,NA,75,Tosari
14,10/07/2020 19:15,NA,14.1,9.9,13.4,3.72,NA,69,NA,0,0,NA,75,Tosari
14,10/07/2020 19:30,NA,14.1,10,12.4,3.44,NA,73,NA,0,0,NA,76,Tosari
14,10/07/2020 19:45,NA,13.8,9.8,10.7,2.97,NA,73,NA,0,0,NA,77,Tosari
14,10/07/2020 20:00,NA,13.5,9.6,10.5,2.92,NA,70,NA,0,0,NA,77,Tosari
14,10/07/2020 20:15,NA,13.2,9.5,10.9,3.03,NA,74,NA,0,0,NA,78,Tosari
14,10/07/2020 20:30,NA,13.1,9.4,10.9,3.03,NA,76,NA,0,0,NA,78,Tosari
14,10/07/2020 20:45,NA,12.9,9.2,10.5,2.92,NA,70,NA,0,0,NA,78,Tosari
14,10/07/2020 21:00,NA,12.7,9.1,9.4,2.61,NA,70,NA,0,0,NA,78,Tosari
14,10/07/2020 21:15,NA,12.7,9.1,10.1,2.81,NA,68,NA,0,0,NA,78,Tosari
14,10/07/2020 21:30,NA,12,9,8.4,2.33,NA,57,NA,0,0,NA,81,Tosari
14,10/07/2020 21:45,NA,11.6,8.6,8.9,2.47,NA,66,NA,0,0,NA,81,Tosari
14,10/07/2020 22:00,NA,11.4,8.6,8,2.22,NA,64,NA,0,0,NA,82,Tosari
14,10/07/2020 22:15,NA,11.5,8.3,9.8,2.72,NA,68,NA,0,0,NA,80,Tosari
14,10/07/2020 22:30,NA,11.7,8.5,8.9,2.47,NA,66,NA,0,0,NA,80,Tosari
14,10/07/2020 22:45,NA,11,8.3,7.3,2.03,NA,54,NA,0,0,NA,83,Tosari
14,10/07/2020 23:00,NA,11.1,8,8.8,2.44,NA,69,NA,0,0,NA,81,Tosari
14,10/07/2020 23:15,NA,11.2,8.1,9.2,2.56,NA,77,NA,0,0,NA,80,Tosari
14,10/07/2020 23:30,NA,11.4,8,11.4,3.17,NA,90,NA,0,0,NA,79,Tosari
14,10/07/2020 23:45,NA,11.2,8,11.1,3.08,NA,94,NA,0,0,NA,80,Tosari
15,11/07/2020 0:00,NA,11,7.9,11,3.06,NA,93,NA,0,0,NA,81,Tosari
15,11/07/2020 0:15,NA,10.9,7.9,12.9,3.58,NA,88,NA,0,0,NA,81,Tosari
15,11/07/2020 0:30,NA,11.2,7.9,14.4,4,NA,73,NA,0,0,NA,80,Tosari
15,11/07/2020 0:45,NA,11.1,8,12.9,3.58,NA,62,NA,0,0,NA,80,Tosari
15,11/07/2020 1:00,NA,10.4,7.8,8.8,2.44,NA,63,NA,0,0,NA,84,Tosari
15,11/07/2020 1:15,NA,10.3,7.7,8.3,2.31,NA,91,NA,0,0,NA,84,Tosari
15,11/07/2020 1:30,NA,10.2,7.2,7.6,2.11,NA,119,NA,0,0,NA,81,Tosari
15,11/07/2020 1:45,NA,8.7,6.6,7.2,2,NA,150,NA,0,0,NA,86,Tosari
15,11/07/2020 2:00,NA,8.1,6.4,6.1,1.69,NA,137,NA,0,0,NA,89,Tosari
15,11/07/2020 2:15,NA,8.3,6.7,5,1.39,NA,125,NA,0,0,NA,89,Tosari
15,11/07/2020 2:30,NA,8.5,7.1,6.5,1.81,NA,116,NA,0,0,NA,90,Tosari
15,11/07/2020 2:45,NA,9,7.7,7.8,2.17,NA,106,NA,0,0,NA,91,Tosari
15,11/07/2020 3:00,NA,9.9,8.2,9.2,2.56,NA,100,NA,0,0,NA,89,Tosari
15,11/07/2020 3:15,NA,10.2,8.4,8,2.22,NA,108,NA,0,0,NA,88,Tosari
15,11/07/2020 3:30,NA,10.2,8.3,9.6,2.67,NA,101,NA,0,0,NA,88,Tosari
15,11/07/2020 3:45,NA,10.5,9,12.6,3.5,NA,86,NA,0,0,NA,90,Tosari
15,11/07/2020 4:00,NA,11.2,9.5,15,4.17,NA,79,NA,0,0,NA,89,Tosari
15,11/07/2020 4:15,NA,11.3,9.6,14.6,4.06,NA,80,NA,0,0,NA,89,Tosari
15,11/07/2020 4:30,NA,11.2,9.6,13.6,3.78,NA,73,NA,0,0,NA,89,Tosari
15,11/07/2020 4:45,NA,11.1,9.5,10.5,2.92,NA,63,NA,0,0,NA,89,Tosari
15,11/07/2020 5:00,NA,10.6,8.9,3.7,1.03,NA,44,NA,0,0,NA,89,Tosari
15,11/07/2020 5:15,NA,10,8.5,3.7,1.03,NA,27,NA,0,0,NA,90,Tosari
15,11/07/2020 5:30,NA,9.9,8.5,1.4,0.39,NA,39,NA,0,0,NA,91,Tosari
15,11/07/2020 5:45,NA,10.2,9,4.8,1.33,NA,69,NA,0,0,NA,92,Tosari
15,11/07/2020 6:00,NA,11,9.7,0.9,0.25,NA,94,NA,0,0,NA,92,Tosari
15,11/07/2020 6:15,NA,11,9.7,2.1,0.58,NA,112,NA,0,0,NA,91,Tosari
15,11/07/2020 6:30,NA,10.6,9.4,3.9,1.08,NA,96,NA,0,0,NA,92,Tosari
15,11/07/2020 6:45,NA,10.7,9.5,1.8,0.5,NA,97,NA,0,0,NA,92,Tosari
15,11/07/2020 7:00,NA,10.4,9.2,3.8,1.06,NA,177,NA,0,0,NA,92,Tosari
15,11/07/2020 7:15,NA,9.8,8.7,4,1.11,NA,173,NA,0,0,NA,92,Tosari
15,11/07/2020 7:30,NA,9.7,8.7,3.5,0.97,NA,124,NA,0,0,NA,93,Tosari
15,11/07/2020 7:45,NA,10.4,9.7,2.7,0.75,NA,114,NA,0,0,NA,95,Tosari
15,11/07/2020 8:00,NA,11.8,10.8,6.4,1.78,NA,87,NA,0,0,NA,93,Tosari
15,11/07/2020 8:15,NA,12.3,11.2,2.3,0.64,NA,92,NA,0,0,NA,93,Tosari
15,11/07/2020 8:30,NA,12.5,11.3,2.3,0.64,NA,114,NA,0,0,NA,92,Tosari
15,11/07/2020 8:45,NA,13,11.5,5.1,1.42,NA,94,NA,0,0,NA,90,Tosari
15,11/07/2020 9:00,NA,13.5,11.6,5.6,1.56,NA,71,NA,0,0,NA,88,Tosari
15,11/07/2020 9:15,NA,14.6,11.8,7.8,2.17,NA,60,NA,0,0,NA,83,Tosari
15,11/07/2020 9:30,NA,15.4,11.7,7.7,2.14,NA,51,NA,0,0,NA,78,Tosari
15,11/07/2020 9:45,NA,15.9,12,7.9,2.19,NA,34,NA,0,0,NA,77,Tosari
15,11/07/2020 10:00,NA,16.4,12,10.4,2.89,NA,355,NA,0,0,NA,75,Tosari
15,11/07/2020 10:15,NA,16.7,11.6,11.8,3.28,NA,347,NA,0,0,NA,71,Tosari
15,11/07/2020 10:30,NA,17.5,11.5,12.2,3.39,NA,350,NA,0,0,NA,67,Tosari
15,11/07/2020 10:45,NA,18.3,11.4,13.8,3.83,NA,335,NA,0,0,NA,64,Tosari
15,11/07/2020 11:00,NA,18.8,11.9,19.1,5.31,NA,328,NA,0,0,NA,64,Tosari
15,11/07/2020 11:15,NA,18.7,10.8,20.1,5.58,NA,327,NA,0,0,NA,60,Tosari
15,11/07/2020 11:30,NA,18.9,10.6,18.3,5.08,NA,318,NA,0,0,NA,58,Tosari
15,11/07/2020 11:45,NA,19.3,11.2,18.1,5.03,NA,331,NA,0,0,NA,59,Tosari
15,11/07/2020 12:00,NA,19.5,10.9,18.9,5.25,NA,315,NA,0,0,NA,57,Tosari
15,11/07/2020 12:15,NA,19.8,10.3,20.6,5.72,NA,300,NA,0,0,NA,54,Tosari
15,11/07/2020 12:30,NA,19.9,10,19.7,5.47,NA,321,NA,0,0,NA,52,Tosari
15,11/07/2020 12:45,NA,19.8,9.4,18.8,5.22,NA,320,NA,0,0,NA,51,Tosari
15,11/07/2020 13:00,NA,20.1,9.8,17.7,4.92,NA,308,NA,0,0,NA,51,Tosari
15,11/07/2020 13:15,NA,20.2,9.4,16.9,4.69,NA,315,NA,0,0,NA,49,Tosari
15,11/07/2020 13:30,NA,20.1,9.6,15.8,4.39,NA,312,NA,0,0,NA,51,Tosari
15,11/07/2020 13:45,NA,20.4,9,17.1,4.75,NA,307,NA,0,0,NA,47,Tosari
15,11/07/2020 14:00,NA,20.9,9.1,17.1,4.75,NA,306,NA,0,0,NA,46,Tosari
15,11/07/2020 14:15,NA,20.6,8.9,17.5,4.86,NA,290,NA,0,0,NA,47,Tosari
15,11/07/2020 14:30,NA,20.5,9.1,13.2,3.67,NA,276,NA,0,0,NA,48,Tosari
15,11/07/2020 14:45,NA,20.5,9.3,12.9,3.58,NA,268,NA,0,0,NA,48,Tosari
15,11/07/2020 15:00,NA,20.1,9.1,11,3.06,NA,252,NA,0,0,NA,49,Tosari
15,11/07/2020 15:15,NA,20.3,9.3,10.4,2.89,NA,261,NA,0,0,NA,49,Tosari
15,11/07/2020 15:30,NA,20.2,9.3,10.9,3.03,NA,256,NA,0,0,NA,49,Tosari
15,11/07/2020 15:45,NA,20.1,9.6,12.5,3.47,NA,254,NA,0,0,NA,50,Tosari
15,11/07/2020 16:00,NA,20,9.7,10.4,2.89,NA,247,NA,0,0,NA,51,Tosari
15,11/07/2020 16:15,NA,19.6,11,16.9,4.69,NA,229,NA,0,0,NA,57,Tosari
15,11/07/2020 16:30,NA,18.5,10.7,18.1,5.03,NA,227,NA,0,0,NA,60,Tosari
15,11/07/2020 16:45,NA,17.1,12,22.4,6.22,NA,239,NA,0,0,NA,72,Tosari
15,11/07/2020 17:00,NA,16.1,12.6,16.8,4.67,NA,237,NA,0,0,NA,79,Tosari
15,11/07/2020 17:15,NA,15.7,12.4,11.5,3.19,NA,230,NA,0,0,NA,80,Tosari
15,11/07/2020 17:30,NA,15.6,11.6,11.4,3.17,NA,223,NA,0,0,NA,77,Tosari
15,11/07/2020 17:45,NA,15.4,11.4,14.6,4.06,NA,225,NA,0,0,NA,76,Tosari
15,11/07/2020 18:00,NA,15.3,11.3,13.1,3.64,NA,224,NA,0,0,NA,77,Tosari
15,11/07/2020 18:15,NA,15.2,11.4,12.1,3.36,NA,226,NA,0,0,NA,78,Tosari
15,11/07/2020 18:30,NA,15.1,11.7,9.5,2.64,NA,253,NA,0,0,NA,80,Tosari
15,11/07/2020 18:45,NA,14.7,12.3,6.2,1.72,NA,226,NA,0.2,0.2,5,85,Tosari
15,11/07/2020 19:00,NA,14.3,12.2,4.9,1.36,NA,236,NA,0.2,0,NA,87,Tosari
15,11/07/2020 19:15,NA,14.1,12.2,0,0,NA,246,NA,0.4,0.2,5,88,Tosari
15,11/07/2020 19:30,NA,14.1,12.4,3,0.83,NA,56,NA,0.4,0,NA,89,Tosari
15,11/07/2020 19:45,NA,14.1,12.5,0.4,0.11,NA,60,NA,0.4,0,NA,89,Tosari
15,11/07/2020 20:00,NA,13.9,12.4,1.7,0.47,NA,80,NA,0.4,0,NA,90,Tosari
15,11/07/2020 20:15,NA,13.8,12.3,1.4,0.39,NA,69,NA,0.4,0,NA,91,Tosari
15,11/07/2020 20:30,NA,13.7,12.3,1.6,0.44,0.770746391,181,91.92388155,0.6,0.2,5,91,Tosari
15,11/07/2020 20:45,NA,13.6,12.3,5.5,1.53,0.770746391,51,91.92388155,0.8,0.2,5,91,Tosari
15,11/07/2020 21:00,NA,13.5,12.2,7.6,2.11,NA,50,NA,0.8,0,NA,92,Tosari
15,11/07/2020 21:15,NA,13.3,12.1,7,1.94,NA,57,NA,0.8,0,NA,92,Tosari
15,11/07/2020 21:30,NA,13.4,12.1,6.2,1.72,NA,53,NA,0.8,0,NA,92,Tosari
15,11/07/2020 21:45,NA,13.4,12.1,5.3,1.47,NA,41,NA,0.8,0,NA,92,Tosari
15,11/07/2020 22:00,NA,13.3,12.1,1.3,0.36,NA,36,NA,0.8,0,NA,92,Tosari
15,11/07/2020 22:15,NA,13.3,12.1,4.4,1.22,NA,346,NA,0.8,0,NA,92,Tosari
15,11/07/2020 22:30,NA,13.3,12.1,6.1,1.69,0.332340187,319,20.50609665,1,0.2,5,92,Tosari
15,11/07/2020 22:45,NA,13.3,12.1,4.4,1.22,0.332340187,348,20.50609665,1.4,0.4,5,92,Tosari
15,11/07/2020 23:00,NA,13.3,12.2,9.2,2.56,0.123119183,33,7.632168761,1.6,0.2,5,93,Tosari
15,11/07/2020 23:15,NA,13.2,12.2,9.9,2.75,0.123119183,49,7.632168761,2,0.4,5,93,Tosari
15,11/07/2020 23:30,NA,13.1,12.1,10.1,2.81,0.123119183,33,7.632168761,2.4,0.4,5,94,Tosari
15,11/07/2020 23:45,NA,13,12.1,10.2,2.83,0.123119183,36,7.632168761,2.6,0.2,5,94,Tosari
16,12/07/2020 0:00,NA,12.9,12.1,13.3,3.69,0.694040105,22,9.215023965,2.8,0.2,13,95,Tosari
16,12/07/2020 0:15,NA,12.8,12.1,10.2,2.83,0.694040105,20,9.215023965,3,0.2,13,95,Tosari
16,12/07/2020 0:30,NA,12.9,12.2,7.2,2,0.694040105,8,9.215023965,3.2,0.2,13,95,Tosari
16,12/07/2020 0:45,NA,13,12.3,9.7,2.69,0.694040105,3,9.215023965,3.4,0.2,13,95,Tosari
16,12/07/2020 1:00,NA,13.1,12.4,8.4,2.33,0.156284996,356,204.9601587,3.6,0.2,13,95,Tosari
16,12/07/2020 1:15,NA,13.2,12.5,8.1,2.25,0.156284996,0,204.9601587,3.8,0.2,13,95,Tosari
16,12/07/2020 1:30,NA,13.1,12.5,7.2,2,0.156284996,1,204.9601587,4,0.2,13,95,Tosari
16,12/07/2020 1:45,NA,13.2,12.5,8.4,2.33,0.156284996,355,204.9601587,4.2,0.2,13,96,Tosari
16,12/07/2020 2:00,NA,13.2,12.6,7.1,1.97,NA,351,NA,4.2,0,NA,95,Tosari
16,12/07/2020 2:15,NA,13.2,12.5,8.4,2.33,0.212132034,353,1.414213562,4.4,0.2,13,96,Tosari
16,12/07/2020 2:30,NA,13.1,12.5,7.3,2.03,0.212132034,355,1.414213562,4.6,0.2,13,96,Tosari
16,12/07/2020 2:45,NA,13.1,12.5,5.5,1.53,NA,352,NA,4.6,0,NA,96,Tosari
16,12/07/2020 3:00,NA,13.1,12.5,5.1,1.42,NA,336,NA,4.6,0,NA,96,Tosari
16,12/07/2020 3:15,NA,13,12.4,6.5,1.81,0.57657032,297,18.68154169,4.8,0.2,13,96,Tosari
16,12/07/2020 3:30,NA,13,12.5,7.2,2,0.57657032,260,18.68154169,5.2,0.4,13,96,Tosari
16,12/07/2020 3:45,NA,13,12.4,3.3,0.92,0.57657032,274,18.68154169,5.6,0.4,13,96,Tosari
16,12/07/2020 4:00,NA,13,12.4,3.9,1.08,0.210633964,291,174.9959523,6.2,0.6,13,96,Tosari
16,12/07/2020 4:15,NA,13.1,12.5,4.9,1.36,0.210633964,335,174.9959523,7,0.8,13,96,Tosari
16,12/07/2020 4:30,NA,13,12.4,5.7,1.58,0.210633964,12,174.9959523,8,1,13,96,Tosari
16,12/07/2020 4:45,NA,12.9,12.3,5.2,1.44,0.210633964,11,174.9959523,9,1,13,96,Tosari
16,12/07/2020 5:00,NA,12.8,12.3,5,1.39,0.521727898,11,25.03830399,9.8,0.8,13,96,Tosari
16,12/07/2020 5:15,NA,12.8,12.2,3.4,0.94,0.521727898,37,25.03830399,10.6,0.8,13,96,Tosari
16,12/07/2020 5:30,NA,12.8,12.2,0.8,0.22,0.521727898,68,25.03830399,11.4,0.8,13,96,Tosari
16,12/07/2020 5:45,NA,12.8,12.3,4.5,1.25,0.521727898,57,25.03830399,12,0.6,13,96,Tosari
16,12/07/2020 6:00,NA,12.8,12.3,5.1,1.42,0.61629944,94,45.46060566,12.6,0.6,13,96,Tosari
16,12/07/2020 6:15,NA,12.9,12.3,2.4,0.67,0.61629944,72,45.46060566,13,0.4,13,96,Tosari
16,12/07/2020 6:30,NA,12.8,12.3,0,0,0.61629944,0,45.46060566,13.4,0.4,13,96,Tosari
16,12/07/2020 6:45,NA,12.8,12.2,1,0.28,0.61629944,98,45.46060566,13.8,0.4,13,96,Tosari
16,12/07/2020 7:00,NA,12.6,12,1.1,0.31,NA,209,NA,14,0.2,13,96,Tosari
16,12/07/2020 7:15,NA,12.5,12,0,0,NA,0,NA,14,0,NA,96,Tosari
16,12/07/2020 7:30,NA,12.6,12.1,0.5,0.14,NA,179,NA,14,0,NA,96,Tosari
16,12/07/2020 7:45,NA,12.8,12.3,2.1,0.58,NA,75,NA,14,0,NA,96,Tosari
16,12/07/2020 8:00,NA,13.1,12.6,0,0,NA,0,NA,14,0,NA,96,Tosari
16,12/07/2020 8:15,NA,13.3,12.8,0.1,0.03,NA,121,NA,14,0,NA,96,Tosari
16,12/07/2020 8:30,NA,13.4,12.9,0.7,0.19,NA,161,NA,14,0,NA,96,Tosari
16,12/07/2020 8:45,NA,13.4,12.9,2.7,0.75,NA,109,NA,14,0,NA,96,Tosari
16,12/07/2020 9:00,NA,13.5,13,0,0,NA,113,NA,14,0,NA,96,Tosari
16,12/07/2020 9:15,NA,13.5,13,0,0,NA,0,NA,0,0,NA,96,Tosari
16,12/07/2020 9:30,NA,13.5,13,4.7,1.31,NA,55,NA,0.2,0.2,13,96,Tosari
16,12/07/2020 9:45,NA,13.6,13.2,7.7,2.14,NA,63,NA,0.2,0,NA,97,Tosari
16,12/07/2020 10:00,NA,13.8,13.4,2.6,0.72,NA,70,NA,0.2,0,NA,97,Tosari
16,12/07/2020 10:15,NA,13.9,13.4,2.5,0.69,NA,86,NA,0.2,0,NA,96,Tosari
16,12/07/2020 10:30,NA,13.9,13.4,5.5,1.53,NA,41,NA,0.2,0,NA,96,Tosari
16,12/07/2020 10:45,NA,13.9,13.4,6.9,1.92,NA,29,NA,0.2,0,NA,96,Tosari
16,12/07/2020 11:00,NA,14,13.4,5.9,1.64,NA,19,NA,0.2,0,NA,96,Tosari
16,12/07/2020 11:15,NA,14.1,13.4,6.7,1.86,NA,347,NA,0.2,0,NA,96,Tosari
16,12/07/2020 11:30,NA,14.1,13.5,7.7,2.14,NA,313,NA,0.2,0,NA,96,Tosari
16,12/07/2020 11:45,NA,14.2,13.5,10.1,2.81,NA,313,NA,0.2,0,NA,95,Tosari
16,12/07/2020 12:00,NA,14.5,13.6,9.4,2.61,NA,308,NA,0.2,0,NA,94,Tosari
16,12/07/2020 12:15,NA,14.7,13.6,9.1,2.53,NA,285,NA,0.2,0,NA,92,Tosari
16,12/07/2020 12:30,NA,15.1,13.3,7.2,2,NA,287,NA,0.2,0,NA,89,Tosari
16,12/07/2020 12:45,NA,15.3,12.8,7,1.94,NA,276,NA,0.2,0,NA,85,Tosari
16,12/07/2020 13:00,NA,15.6,12.7,5,1.39,NA,304,NA,0.2,0,NA,83,Tosari
16,12/07/2020 13:15,NA,15.8,12.6,4.4,1.22,NA,283,NA,0.2,0,NA,81,Tosari
16,12/07/2020 13:30,NA,16.2,12.6,5,1.39,NA,310,NA,0.2,0,NA,79,Tosari
16,12/07/2020 13:45,NA,16.7,12.5,7,1.94,NA,312,NA,0.2,0,NA,76,Tosari
16,12/07/2020 14:00,NA,16.8,12.8,8.3,2.31,NA,315,NA,0.2,0,NA,77,Tosari
16,12/07/2020 14:15,NA,16.7,13.1,10.2,2.83,NA,316,NA,0.2,0,NA,79,Tosari
16,12/07/2020 14:30,NA,16.5,12.8,9.4,2.61,NA,288,NA,0.2,0,NA,78,Tosari
16,12/07/2020 14:45,NA,16,13.2,7.9,2.19,NA,269,NA,0.4,0.2,13,83,Tosari
16,12/07/2020 15:00,NA,15.3,12.5,9.3,2.58,NA,310,NA,0.4,0,NA,83,Tosari
16,12/07/2020 15:15,NA,15.7,12.6,9.3,2.58,NA,295,NA,0.6,0.2,13,82,Tosari
16,12/07/2020 15:30,NA,15.9,12.4,7.9,2.19,NA,276,NA,0.6,0,NA,79,Tosari
16,12/07/2020 15:45,NA,16.1,12.5,8.4,2.33,NA,297,NA,0.6,0,NA,79,Tosari
16,12/07/2020 16:00,NA,16.2,12.8,7.1,1.97,NA,291,NA,0.6,0,NA,80,Tosari
16,12/07/2020 16:15,NA,16.2,12.5,8.6,2.39,NA,263,NA,0.8,0.2,13,78,Tosari
16,12/07/2020 16:30,NA,16.2,12.5,7.9,2.19,NA,276,NA,0.8,0,NA,78,Tosari
16,12/07/2020 16:45,NA,16.1,12.7,8.1,2.25,NA,280,NA,0.8,0,NA,80,Tosari
16,12/07/2020 17:00,NA,15.9,12.4,9,2.5,NA,263,NA,0.8,0,NA,79,Tosari
16,12/07/2020 17:15,NA,15.5,11.9,8.6,2.39,NA,241,NA,0.8,0,NA,79,Tosari
16,12/07/2020 17:30,NA,15,11.2,9.3,2.58,NA,226,NA,0.8,0,NA,78,Tosari
16,12/07/2020 17:45,NA,14.6,11,7,1.94,NA,225,NA,0.8,0,NA,78,Tosari
16,12/07/2020 18:00,NA,14.1,10.8,3.5,0.97,NA,229,NA,0.8,0,NA,80,Tosari
16,12/07/2020 18:15,NA,13.7,10.6,2.6,0.72,NA,219,NA,0.8,0,NA,81,Tosari
16,12/07/2020 18:30,NA,13.5,10.5,4,1.11,NA,220,NA,0.8,0,NA,81,Tosari
16,12/07/2020 18:45,NA,13.2,10.4,3.2,0.89,NA,213,NA,0.8,0,NA,83,Tosari
16,12/07/2020 19:00,NA,12.8,10.3,4.8,1.33,NA,208,NA,0.8,0,NA,84,Tosari
16,12/07/2020 19:15,NA,12.5,10,3,0.83,NA,211,NA,0.8,0,NA,84,Tosari
16,12/07/2020 19:30,NA,12.2,10,0,0,NA,0,NA,0.8,0,NA,86,Tosari
16,12/07/2020 19:45,NA,12.5,10.3,1,0.28,NA,207,NA,0.8,0,NA,86,Tosari
16,12/07/2020 20:00,NA,12.4,10.3,0.1,0.03,NA,207,NA,0.8,0,NA,87,Tosari
16,12/07/2020 20:15,NA,12.2,10.4,0,0,NA,0,NA,0.8,0,NA,88,Tosari
16,12/07/2020 20:30,NA,12.2,10.3,0,0,NA,0,NA,0.8,0,NA,88,Tosari
16,12/07/2020 20:45,NA,11.8,9.9,0,0,NA,0,NA,0.8,0,NA,88,Tosari
16,12/07/2020 21:00,NA,11.6,10,0,0,NA,0,NA,0.8,0,NA,89,Tosari
16,12/07/2020 21:15,NA,11.8,10.2,2,0.56,NA,332,NA,0.8,0,NA,90,Tosari
16,12/07/2020 21:30,NA,11.5,9.9,1.4,0.39,NA,341,NA,0.8,0,NA,90,Tosari
16,12/07/2020 21:45,NA,11.3,9.8,1.5,0.42,NA,255,NA,0.8,0,NA,90,Tosari
16,12/07/2020 22:00,NA,11.2,9.7,4.8,1.33,NA,250,NA,1,0.2,13,90,Tosari
16,12/07/2020 22:15,NA,10.9,9.4,0.3,0.08,NA,256,NA,1,0,NA,90,Tosari
16,12/07/2020 22:30,NA,10.7,9.3,0.9,0.25,NA,244,NA,1,0,NA,91,Tosari
16,12/07/2020 22:45,NA,10.6,9.2,3.3,0.92,NA,226,NA,1,0,NA,90,Tosari
16,12/07/2020 23:00,NA,10.4,9.1,7.8,2.17,NA,212,NA,1,0,NA,91,Tosari
16,12/07/2020 23:15,NA,11.3,8.8,13.8,3.83,NA,210,NA,1,0,NA,85,Tosari
16,12/07/2020 23:30,NA,11.4,8.5,15.6,4.33,NA,207,NA,1,0,NA,81,Tosari
16,12/07/2020 23:45,NA,11.5,8,17.6,4.89,NA,206,NA,1,0,NA,79,Tosari
17,13/07/2020 0:00,NA,11.3,8,14.7,4.08,NA,202,NA,1,0,NA,80,Tosari
17,13/07/2020 0:15,NA,11,8,11.8,3.28,NA,203,NA,1,0,NA,81,Tosari
17,13/07/2020 0:30,NA,10.8,7.7,11.8,3.28,NA,204,NA,1,0,NA,81,Tosari
17,13/07/2020 0:45,NA,10.6,7.6,11.2,3.11,NA,206,NA,1,0,NA,81,Tosari
17,13/07/2020 1:00,NA,10.6,7.2,12.3,3.42,NA,203,NA,1,0,NA,79,Tosari
17,13/07/2020 1:15,NA,10.4,7,10.6,2.94,NA,207,NA,1,0,NA,79,Tosari
17,13/07/2020 1:30,NA,10.2,6.8,9.2,2.56,NA,200,NA,1,0,NA,79,Tosari
17,13/07/2020 1:45,NA,10,6.5,8.8,2.44,NA,209,NA,1,0,NA,78,Tosari
17,13/07/2020 2:00,NA,9.7,6.6,6.4,1.78,NA,213,NA,1,0,NA,81,Tosari
17,13/07/2020 2:15,NA,9.4,6.5,5.7,1.58,NA,215,NA,1,0,NA,82,Tosari
17,13/07/2020 2:30,NA,9.2,6.3,4.3,1.19,NA,218,NA,1,0,NA,82,Tosari
17,13/07/2020 2:45,NA,9,6.1,4.1,1.14,NA,227,NA,1,0,NA,82,Tosari
17,13/07/2020 3:00,NA,8.9,6.1,1,0.28,NA,233,NA,1,0,NA,83,Tosari
17,13/07/2020 3:15,NA,8.8,6.1,3.1,0.86,NA,259,NA,1,0,NA,83,Tosari
17,13/07/2020 3:30,NA,8.8,5.7,4.2,1.17,NA,242,NA,1,0,NA,80,Tosari
17,13/07/2020 3:45,NA,8.8,5.5,4.1,1.14,NA,239,NA,1,0,NA,80,Tosari
17,13/07/2020 4:00,NA,8.8,5.7,4.2,1.17,NA,247,NA,1,0,NA,80,Tosari
17,13/07/2020 4:15,NA,8.5,5.7,3.7,1.03,NA,255,NA,1,0,NA,82,Tosari
17,13/07/2020 4:30,NA,8.3,5.6,1.4,0.39,NA,264,NA,1,0,NA,83,Tosari
17,13/07/2020 4:45,NA,8,5.6,4.9,1.36,NA,257,NA,1,0,NA,85,Tosari
17,13/07/2020 5:00,NA,8,5.6,6.3,1.75,NA,243,NA,1,0,NA,84,Tosari
17,13/07/2020 5:15,NA,8.1,5.6,4.9,1.36,NA,228,NA,1,0,NA,84,Tosari
17,13/07/2020 5:30,NA,7.9,5.4,3.2,0.89,NA,212,NA,1,0,NA,83,Tosari
17,13/07/2020 5:45,NA,7.7,5.4,3.9,1.08,NA,198,NA,1,0,NA,85,Tosari
17,13/07/2020 6:00,NA,7.5,5.3,5.1,1.42,NA,209,NA,1,0,NA,85,Tosari
17,13/07/2020 6:15,NA,6.9,4.8,5.3,1.47,NA,193,NA,1,0,NA,86,Tosari
17,13/07/2020 6:30,NA,6.8,5,3.2,0.89,NA,164,NA,1,0,NA,88,Tosari
17,13/07/2020 6:45,NA,7.1,5.3,3.3,0.92,NA,153,NA,1,0,NA,88,Tosari
17,13/07/2020 7:00,NA,6.8,5.1,3.7,1.03,NA,185,NA,1,0,NA,88,Tosari
